@relation colorferet_asian_black

@attribute At001 numeric
@attribute At002 numeric
@attribute At003 numeric
@attribute At004 numeric
@attribute At005 numeric
@attribute At006 numeric
@attribute At007 numeric
@attribute At008 numeric
@attribute At009 numeric
@attribute At010 numeric
@attribute At011 numeric
@attribute At012 numeric
@attribute At013 numeric
@attribute At014 numeric
@attribute At015 numeric
@attribute At016 numeric
@attribute At017 numeric
@attribute At018 numeric
@attribute At019 numeric
@attribute At020 numeric
@attribute At021 numeric
@attribute At022 numeric
@attribute At023 numeric
@attribute At024 numeric
@attribute At025 numeric
@attribute At026 numeric
@attribute At027 numeric
@attribute At028 numeric
@attribute At029 numeric
@attribute At030 numeric
@attribute At031 numeric
@attribute At032 numeric
@attribute At033 numeric
@attribute At034 numeric
@attribute At035 numeric
@attribute At036 numeric
@attribute At037 numeric
@attribute At038 numeric
@attribute At039 numeric
@attribute At040 numeric
@attribute At041 numeric
@attribute At042 numeric
@attribute At043 numeric
@attribute At044 numeric
@attribute At045 numeric
@attribute At046 numeric
@attribute At047 numeric
@attribute At048 numeric
@attribute At049 numeric
@attribute At050 numeric
@attribute At051 numeric
@attribute At052 numeric
@attribute At053 numeric
@attribute At054 numeric
@attribute At055 numeric
@attribute At056 numeric
@attribute At057 numeric
@attribute At058 numeric
@attribute At059 numeric
@attribute At060 numeric
@attribute At061 numeric
@attribute At062 numeric
@attribute At063 numeric
@attribute At064 numeric
@attribute At065 numeric
@attribute At066 numeric
@attribute At067 numeric
@attribute At068 numeric
@attribute At069 numeric
@attribute At070 numeric
@attribute At071 numeric
@attribute At072 numeric
@attribute At073 numeric
@attribute At074 numeric
@attribute At075 numeric
@attribute At076 numeric
@attribute At077 numeric
@attribute At078 numeric
@attribute At079 numeric
@attribute At080 numeric
@attribute At081 numeric
@attribute At082 numeric
@attribute At083 numeric
@attribute At084 numeric
@attribute At085 numeric
@attribute At086 numeric
@attribute At087 numeric
@attribute At088 numeric
@attribute At089 numeric
@attribute At090 numeric
@attribute At091 numeric
@attribute At092 numeric
@attribute At093 numeric
@attribute At094 numeric
@attribute At095 numeric
@attribute At096 numeric
@attribute At097 numeric
@attribute At098 numeric
@attribute At099 numeric
@attribute At100 numeric
@attribute At101 numeric
@attribute At102 numeric
@attribute At103 numeric
@attribute At104 numeric
@attribute At105 numeric
@attribute At106 numeric
@attribute At107 numeric
@attribute At108 numeric
@attribute At109 numeric
@attribute At110 numeric
@attribute At111 numeric
@attribute At112 numeric
@attribute At113 numeric
@attribute At114 numeric
@attribute At115 numeric
@attribute At116 numeric
@attribute At117 numeric
@attribute At118 numeric
@attribute At119 numeric
@attribute At120 numeric
@attribute At121 numeric
@attribute At122 numeric
@attribute At123 numeric
@attribute At124 numeric
@attribute At125 numeric
@attribute At126 numeric
@attribute At127 numeric
@attribute At128 numeric
@attribute gender {M, F}
@attribute age {10, 20, 30, 40, 50, 60, 70}
@attribute race {Asian, Black-or-African-American}

@data
-0.123873524,-0.000975558,0.028206471,-0.041145448,-0.062362656,-0.028840786,-0.073710546,-0.106444106,0.23303403,-0.186238945,0.196663022,0.00022145,-0.185745239,-0.034060813,-0.025690943,0.084746078,-0.168853417,-0.136032745,0.001964881,-0.040174585,0.042489581,0.029909626,-0.006147703,0.086797267,-0.163029671,-0.364526898,-0.112943426,-0.152630419,-0.099657401,-0.119464375,-0.086170956,0.096017033,-0.190758869,-0.066496029,0.019190475,0.0983743,-0.029410243,-0.062830351,0.10293594,0.036010865,-0.126379907,-0.125444248,0.042454168,0.248081744,0.180288389,0.058758065,-0.015155208,-0.035994656,0.077873819,-0.238938466,-0.024445981,0.135669097,0.09055417,0.052827388,0.057612136,-0.137243152,0.042915732,0.007539982,-0.179909423,0.002186593,0.032268304,-0.089785755,-0.053187333,0.003605423,0.309844106,0.140336901,-0.089262053,-0.067389183,0.251664221,-0.15577963,-0.074427977,-0.004665243,-0.154573366,-0.242603332,-0.193025842,-0.029258095,0.374240488,0.141842127,-0.090737917,0.089523353,-0.140214428,-0.018806808,-0.023246843,0.050454468,-0.053564392,0.066705771,-0.027100211,0.090203509,0.225744247,0.029586162,-0.011130687,0.157506421,-0.051497363,-0.036004066,0.11064963,-0.036453079,-0.029399861,-0.00640174,-0.168286413,-5.22E-05,0.009935368,-0.090539522,-0.010343535,0.136409402,-0.234670356,0.100864843,-0.002150839,-0.114131525,-0.001637449,-0.007115891,-0.155234396,-0.040466141,0.136522621,-0.286043763,0.169267058,0.154059708,0.109411813,0.212131083,-0.046543017,0.050335892,-0.013352716,-0.05857493,-0.201009959,-0.100926206,0.056085821,-0.008052907,0.032272182,0.000995201,F,30,Asian
-0.044841073,0.039690282,0.074237406,-0.054137122,0.001274034,-0.092803814,-0.106451243,-0.117003858,0.105348781,-0.074951023,0.214347586,-0.090115577,-0.207000107,-0.120355189,-0.043767564,0.171016216,-0.129084557,-0.128292292,-0.031280838,-0.053139567,0.037953351,-0.005792802,0.025070384,0.015403964,-0.056929294,-0.3829,-0.138974488,-0.110206813,0.011361601,0.003081441,-0.119876891,0.069509692,-0.16053015,-0.073672064,0.049020443,0.120963678,-0.021613475,-0.062155925,0.172264442,0.011366885,-0.116395265,0.036295436,0.054592151,0.225208014,0.201769412,0.089975618,0.095007464,-0.109968305,0.10038507,-0.108985782,0.032712869,0.152441442,0.130574599,0.080159351,0.036858592,-0.077732697,0.065320566,0.037244357,-0.123137645,0.035157256,0.108906411,-0.10241352,-0.052416053,-0.057299435,0.268621773,0.037383135,-0.105733439,-0.157544881,0.104026437,-0.151828691,-0.103104629,0.003847823,-0.169238746,-0.106065117,-0.304218143,0.031254504,0.350616455,0.09076611,-0.196214959,0.116772115,-0.065029427,-0.021211058,0.134150341,0.082940437,-0.05307186,0.047940537,-0.140321866,-0.040404983,0.258966655,-0.080945142,-0.027661379,0.117365584,-0.052480713,0.126823083,0.040140897,0.000795349,-0.073327422,0.015460908,-0.107688233,-0.024772048,0.079931617,-0.053441718,-0.026471414,0.04354826,-0.134541765,0.084286675,-0.035458874,0.023144703,0.010392822,0.000856888,-0.151271299,-0.069228262,0.14722912,-0.196319595,0.177499548,0.173580244,0.073490068,0.089365765,0.151374251,0.106985815,-0.054463759,0.001684897,-0.178018764,-0.080665007,0.086494587,0.06396769,0.121858552,0.027097791,M,30,Asian
-0.078140989,0.137601256,-0.071720593,-0.036641099,-0.021102853,-0.047463823,-0.048308067,-0.168303803,0.158702508,-0.03024957,0.26997593,-0.030226573,-0.169297203,-0.195243776,-0.027114999,0.167969942,-0.244308367,-0.138236836,-0.044982351,-0.056532148,0.104965582,-0.010662962,0.04506097,0.063441075,-0.074247129,-0.336404026,-0.081984326,-0.015986424,0.111088522,-0.010809986,-0.030784544,0.038000308,-0.288063228,-0.110662788,0.064418122,0.097169429,-0.020336945,-0.054039173,0.205990732,-0.013380274,-0.11683806,0.022416711,0.057212859,0.275335938,0.212610453,-0.001838462,0.015580878,-0.153138816,0.103162207,-0.113213956,0.007650611,0.197205782,0.075751141,0.062181477,-0.040895041,-0.125335917,0.003591307,0.120698437,-0.117277786,-0.008976801,0.048010889,-0.090470687,-0.048498753,-0.090293281,0.236608908,0.028939903,-0.101562738,-0.232695013,0.119436301,-0.087183133,-0.040982168,0.05586705,-0.159060106,-0.164650768,-0.343693912,0.048746157,0.414534152,0.03744904,-0.198715299,0.086263299,-0.060870774,-0.03405479,0.143147394,0.136224687,-0.020256698,0.020924263,-0.144982129,0.066651657,0.22062932,-0.056996919,-0.074775204,0.198660374,-0.021004103,0.100295164,0.050685652,0.046397172,-0.061368212,0.072810695,-0.159721032,-0.007871427,0.050431442,-0.026559822,0.014368724,0.132049218,-0.063666157,0.069761634,0.051264055,0.057944484,0.011257974,-0.035430066,-0.116446808,-0.12332157,0.091040969,-0.226730525,0.248892128,0.150032938,0.071983814,0.129002824,0.099594973,0.122842416,-0.006480486,0.010045558,-0.161581099,0.023715589,0.045708299,0.016217997,0.092633352,-0.011590663,M,40,Asian
-0.047804881,0.094426766,0.08837536,0.007819057,-0.020505834,0.006449533,-0.108305529,-0.106214806,0.087590598,-0.137648031,0.23257269,-0.061020993,-0.202378049,-0.056675751,-0.072292075,0.163861945,-0.119729437,-0.095611736,-0.033622384,-0.028621532,0.066630952,0.026453223,0.026667304,0.01743418,-0.021927081,-0.327484339,-0.116526127,-0.076508082,0.059469786,-0.059988201,-0.135655925,0.058690835,-0.165076301,-0.05736652,0.039215818,0.06727159,0.022761121,-0.025531717,0.200148448,0.034291476,-0.14664565,0.07235489,0.007930815,0.229523242,0.16548945,0.041904114,0.056568816,-0.17300728,0.108534724,-0.122566625,0.056762561,0.174466789,0.0982043,0.092053592,-0.009338596,-0.13194789,0.011980977,0.11232052,-0.081057936,0.06050859,0.096430451,-0.062668487,-0.00424719,-0.043125719,0.22627452,0.069927901,-0.090846732,-0.234847188,0.147101417,-0.096675098,-0.082257092,0.057096832,-0.17405504,-0.112793162,-0.239694029,0.080278262,0.399956882,0.090382278,-0.184501424,0.098515168,-0.088403963,-0.06977278,0.118297264,0.170691043,-0.024483452,0.014336772,-0.024663372,0.009950802,0.216489226,-0.020879479,-0.043011777,0.152596086,-0.038146358,0.130833536,0.048276834,0.008884206,-0.072990164,0.029132932,-0.14662838,-0.028541699,-0.04299777,-0.042039692,-0.021513876,0.119763076,-0.13494654,0.117917493,-0.057500944,0.021539165,0.020191953,0.020697862,-0.078295961,-0.016965881,0.127904162,-0.226625517,0.201741427,0.146742865,0.11038734,0.081607223,0.152666032,0.131511822,0.049220901,-0.001155622,-0.240694419,-0.0346107,0.11726179,-0.007466679,0.043475125,-0.008841546,M,30,Asian
-0.179314464,0.060635671,0.087541156,0.049801234,-0.057529889,-0.026499152,-0.047257237,-0.157908559,0.131045312,-0.128334031,0.242860615,-0.035932325,-0.161370531,-0.033230975,-0.066803567,0.181111544,-0.146551669,-0.137077093,-0.069647044,-0.06655477,0.027011557,-0.076040968,-0.037831873,0.094517991,-0.099280439,-0.308219731,-0.087246098,-0.163872495,0.053205878,-0.054960102,-0.056589864,-0.015141497,-0.209064454,0.015399549,-0.036974385,-0.002618909,0.07717105,-0.017619397,0.163038731,-0.096647151,-0.196099132,-0.02128162,0.070191063,0.129055873,0.202330396,0.045436136,0.024766725,-0.099295475,0.086024895,-0.188303977,0.04021465,0.045925543,0.109224856,0.050361812,0.002203388,-0.220068544,-0.070797764,0.075568154,-0.108123951,0.081694387,0.00687865,-0.08222717,-0.081588134,-0.02290931,0.265502363,0.135887861,-0.140215069,-0.115173429,0.190499544,-0.189803183,0.040646683,0.052336577,-0.070731334,-0.171377152,-0.290601254,0.0499641,0.463894159,0.099758729,-0.194843888,0.042936064,-0.122561671,-0.006925426,0.059311494,0.087556116,-0.056136955,-0.033766687,-0.050763484,-0.001232304,0.214610994,0.026181508,0.039847489,0.201944545,-0.081460148,0.022204749,-0.033369329,0.071774237,-0.063737132,-0.034227476,-0.031150017,-0.007337607,-0.02503245,-0.004401329,0.016046457,0.056692719,-0.194379464,0.058256507,-0.030629894,0.031376068,0.02656609,0.069864318,-0.081794471,-0.043536816,0.143982172,-0.248274788,0.190937668,0.136362329,0.009519942,0.161385328,0.062771961,0.111457594,0.008134795,-0.036062904,-0.185253277,-0.00462937,0.097063333,-0.123284467,0.050359312,0.034089081,M,20,Asian
-0.101199381,0.055424903,0.019182257,0.001525417,0.005047541,-0.100999907,-0.061054133,-0.162671044,0.114917271,-0.083662547,0.300307631,-0.107384898,-0.137003735,-0.156741709,-0.024973653,0.168456495,-0.27258724,-0.073191494,-0.068025462,-0.00822147,0.076716349,0.011601906,0.045642897,0.011866622,-0.082434684,-0.320621997,-0.108765811,-0.147611737,0.080622099,-0.044739537,-0.083751917,0.019872813,-0.186603725,-0.0630088,0.020379018,0.042185076,0.022642165,-0.023760572,0.216782078,-0.005849041,-0.17032592,0.044731036,-0.006036643,0.244321793,0.257390082,0.00730323,0.012790592,-0.141067997,0.160001785,-0.155391753,0.004142672,0.116426118,0.090929076,0.07757397,-0.035949621,-0.112819068,0.022400983,0.053915493,-0.15625681,0.022235963,0.089751534,-0.132377282,-0.03177936,0.015880017,0.194959462,0.051561162,-0.111197479,-0.198929459,0.070169516,-0.16967845,-0.036229163,0.073265724,-0.150734752,-0.158696488,-0.372502834,-0.027038747,0.418251336,-0.009165902,-0.211339056,0.075579241,-0.062177271,-0.054349646,0.184421226,0.193832815,0.014221579,0.049944501,-0.115035087,0.021393307,0.211192146,-0.11811924,-0.03129353,0.214033037,-0.044733431,0.105234072,0.052437961,0.050290212,0.006221451,0.014287073,-0.02974961,0.054661002,0.033353541,-0.046278503,-0.023510773,0.041277416,-0.120431408,0.135276243,0.007018127,0.06967926,-0.002277208,-0.10911715,-0.022395359,-0.032970045,0.126646578,-0.255773723,0.193002805,0.177924708,0.029909905,0.143456399,0.015742272,0.08089903,-0.063579381,0.049890213,-0.201720595,0.014991734,0.013625082,0.039934315,0.066569254,-0.00789441,M,40,Asian
-0.141468331,0.116115145,0.063413538,-0.038857512,-0.101587564,-0.102296717,-0.111290507,-0.123013943,0.106340185,-0.095582962,0.255277723,-0.044497307,-0.172957405,-0.167484701,0.013410255,0.180122197,-0.154329702,-0.157441884,-0.0680921,0.006921748,0.052178204,0.013205593,0.063572541,0.052790307,-0.133660063,-0.387766421,-0.092743672,-0.081146315,0.016238438,-0.046383657,-0.074373759,0.051517114,-0.161607206,-0.093620881,0.059182081,0.141979247,0.018761089,-0.037776388,0.205069482,-0.052743454,-0.238610625,-0.009961117,0.068767518,0.248239607,0.22886093,0.012038834,0.090453416,-0.115745708,0.133900747,-0.085128158,0.026918277,0.126777068,0.101972431,0.04976036,0.017510951,-0.144318074,0.039828364,0.121717945,-0.086791031,-0.047180705,0.0612012,-0.087434053,-0.014224194,-0.029765457,0.217077747,0.005724106,-0.094342008,-0.189066932,0.077142999,-0.124249212,-0.065030776,0.077252097,-0.216116756,-0.125515372,-0.369133055,-0.028858904,0.39839676,0.04719197,-0.206486121,0.054628119,-0.019606141,-0.036588848,0.090084605,0.150332779,-0.053382039,0.055100884,-0.14640601,0.048989519,0.242251724,-0.05428803,-0.007301578,0.140492499,0.025876965,0.11532744,0.047018901,0.024673484,-0.073442973,0.037038133,-0.101046428,0.007390793,0.056224942,-0.017968798,0.000250205,0.105785929,-0.147446305,0.104429126,0.016050601,0.071540423,-0.02444624,0.014509078,-0.07473769,-0.10171295,0.117628388,-0.140245169,0.145683989,0.200690001,0.051558264,0.117488526,0.135089532,0.072095647,-0.040647253,0.045397084,-0.165612221,0.008248542,0.07646063,-0.014754713,0.151236206,0.019639241,M,30,Asian
-0.131096721,0.076306581,0.009275902,-0.107624851,-0.179573029,-0.100673437,-0.041854911,-0.150693119,0.096296042,-0.149922282,0.188533023,-0.118674085,-0.223949149,-0.047620777,-0.087874256,0.180901185,-0.202787802,-0.140961915,-0.05758173,-0.037115585,0.109102711,0.067716815,-0.036786582,0.014119823,-0.121076316,-0.324442476,-0.104315549,-0.041352231,-0.008564394,-0.007808277,0.002789501,0.055840418,-0.166464031,-0.05848011,0.052239813,0.043970905,0.034675319,-0.072994903,0.143626735,-0.059547324,-0.267810971,-0.023745891,0.168473005,0.213272572,0.167645559,-0.020993061,-0.023588197,-0.14213185,0.140502855,-0.192094117,-0.044653639,0.09931092,-0.03390399,0.100385085,0.017298512,-0.094568953,0.057145946,0.147964835,-0.134198695,-0.062096272,0.116640918,-0.124853417,-0.048977375,-0.116485924,0.225515321,0.039561059,-0.116569296,-0.189645752,0.114739828,-0.169502437,-0.12120048,0.032074995,-0.120408371,-0.087930217,-0.348259896,-0.028954826,0.405708343,0.104726478,-0.125308096,0.082568541,-0.046814717,0.02832417,0.180735245,0.092238016,0.025112435,0.020695772,-0.083875492,0.033303548,0.248791814,-0.073829785,-0.013891585,0.188658386,0.015084986,0.105302244,0.05922319,0.083369866,-0.102189146,-0.00642639,-0.124736294,0.069445819,0.06340044,-0.03438361,0.006008532,0.145498574,-0.106179312,0.140071318,0.016993802,0.044254169,-0.016609073,-0.029803753,-0.023183597,-0.026985381,0.072629109,-0.186099902,0.208991408,0.124349535,0.027788237,0.139284879,0.093030274,0.027654693,-0.078401513,-0.022433877,-0.191062897,-0.065807253,0.102312207,-0.036877815,0.098899737,-0.00352134,F,20,Asian
-0.109844193,0.100194268,0.073814288,-0.009539962,-0.093794316,-0.036860991,-0.08476115,-0.144525066,0.123457924,-0.134508818,0.274095774,-0.075033545,-0.274853766,-0.078154743,0.007092878,0.153407231,-0.150459722,-0.115641639,-0.053464167,-0.004103869,0.103848234,0.000927946,0.012246698,0.059403379,-0.118172131,-0.396155089,-0.089760259,-0.05100989,0.011607051,-0.101543903,-0.088386327,-0.040130526,-0.215130031,-0.035341844,-0.004274163,0.117912233,0.029715734,-0.046759672,0.187115282,-0.043221764,-0.25333637,0.004354151,0.045351028,0.170524359,0.173854709,0.077415839,0.028070118,-0.152873069,0.106944166,-0.175876409,0.083915308,0.118500218,0.091864266,0.012075078,-0.019590279,-0.205006927,-0.042926993,0.101468466,-0.131516919,-0.005500474,0.1158363,-0.096800767,-0.038146518,-0.041785758,0.23694247,0.083871864,-0.109313235,-0.164803043,0.096082553,-0.190410271,-0.045268215,0.056626577,-0.122553863,-0.161812961,-0.367992133,0.019350788,0.419519156,0.055273756,-0.212198272,0.021435823,-0.076806843,0.014733048,0.141775578,0.084732361,-0.034100775,0.040361345,-0.143388584,0.057595544,0.265915155,-0.045673076,0.004780894,0.191675588,-0.005745817,0.113162786,0.048119191,0.04672493,-0.080862671,-0.017615259,-0.112277187,0.016856376,0.034366377,-0.026936378,-0.004041392,0.095442384,-0.210815862,0.10859371,0.001000443,-0.025911171,0.032259472,-0.006931746,-0.139813736,-0.082108974,0.158875018,-0.244140059,0.188564658,0.173307613,0.061865956,0.154323712,0.115521178,0.10475418,-0.025984496,-0.01190079,-0.219355315,-0.017467566,0.096413359,-0.039689567,0.145789921,0.003162747,M,30,Asian
-0.136587143,0.034706995,0.086140633,-0.013298161,-0.027019747,-0.039374009,-0.038498327,-0.017211851,0.10385336,-0.103491247,0.184040129,-0.047681469,-0.214215666,-0.142017961,-0.042105317,0.100216269,-0.137911201,-0.13665396,0.015569204,-0.060931914,0.09812507,-0.045442138,0.011489417,0.079634026,-0.172266275,-0.347623706,-0.091595024,-0.114681244,-0.031418268,-0.098678395,0.001616153,0.089239106,-0.149132818,-0.009906992,-0.069963053,0.124422811,0.029974803,-0.000120744,0.135202602,-0.00504091,-0.126733944,-0.055786885,-0.018758256,0.269788176,0.210457459,0.044834889,0.006442217,-0.004425686,0.073922724,-0.277726322,-0.003306763,0.159174562,-0.000447176,0.057708275,0.099620648,-0.067610495,0.014330387,0.101011515,-0.166394651,0.056211703,-0.102459721,-0.055557802,0.019185195,-0.048928153,0.171915874,0.089704148,-0.099105939,-0.075600587,0.155312091,-0.191568539,-0.053334057,0.090692237,-0.111916557,-0.201200187,-0.284047514,0.072195552,0.417042255,0.190613225,-0.126527354,0.071683131,-0.018745825,-0.071267396,0.133794501,0.069386423,-0.059482422,0.029109113,-0.091786884,0.08993718,0.144053787,0.026525985,-0.0644622,0.168640852,-0.050460197,0.096685983,0.066743009,0.033607312,-0.023857083,0.065164581,-0.147088677,0.010818278,0.085804448,-0.070168912,0.005675994,0.050430365,-0.061927184,0.049420998,-0.000105625,-0.018829882,-0.055260457,0.042447761,-0.186305329,0.017081793,0.145821139,-0.245022267,0.173640415,0.197729379,-0.01443461,0.124857806,0.105373517,0.037655786,0.001747011,-0.091854066,-0.090592742,-0.023471441,0.080396585,-0.007829605,0.080692708,-0.025403459,M,20,Asian
-0.120618068,-0.002729895,0.055108674,-0.043855499,-0.103260934,-0.089697935,-0.049313039,-0.152474299,0.099928677,-0.149565041,0.252240717,-0.104202092,-0.184913725,-0.095072776,-0.066516638,0.18042922,-0.172227636,-0.13594912,-0.071515486,-0.027844267,0.115878031,-0.010342674,-0.000124976,0.034820609,-0.09250243,-0.307530612,-0.111226417,-0.06992352,0.028172716,-0.076892786,-0.053249076,-0.016492128,-0.196588129,-0.089877494,0.013210513,0.058467619,0.009687346,-0.109994024,0.191775918,-0.016463842,-0.209387794,0.016807495,0.058143839,0.212826669,0.178902701,0.04276672,0.001244141,-0.147285149,0.165722936,-0.153577477,0.035637092,0.110914215,0.05484841,0.059373092,-0.02056792,-0.108413391,0.026850507,0.165475771,-0.113730118,0.03070122,0.108037151,-0.078555018,-0.053470839,-0.09282808,0.234752312,0.063319758,-0.123243406,-0.181137994,0.135510921,-0.098990209,-0.101309001,0.013236816,-0.183858007,-0.119535699,-0.285514504,0.003535951,0.44179523,0.018677292,-0.21337907,0.029248711,-0.079865128,0.013038248,0.144018963,0.14420855,0.043498702,0.003069624,-0.09085387,-0.012184985,0.223154098,-0.054917425,-0.033342004,0.182718724,-0.015654795,0.063375697,0.055148557,0.029758818,-0.102519974,0.034487121,-0.104059599,-0.026556544,0.069548942,-0.013570405,-0.007853933,0.108565412,-0.105923928,0.157508388,-0.001707673,0.07289619,0.045528214,-0.040406387,-0.079947069,-0.049740195,0.095854096,-0.17572552,0.202231735,0.146662369,0.092902489,0.111113265,0.103358001,0.098940328,-0.018092599,0.064069405,-0.242983282,-0.021787457,0.083749563,-0.004006413,0.107978806,0.003677242,M,20,Asian
-0.058123618,0.121295445,0.002515823,-0.070714861,-0.006353941,-0.065281838,-0.006457118,-0.11180301,0.212098405,-0.139064059,0.257845402,0.00324106,-0.155711159,-0.172997907,0.013445895,0.109306835,-0.10632427,-0.132475987,-0.081782624,-0.082538724,0.02208589,-0.005836897,0.068134025,0.046716768,-0.139025211,-0.381101429,-0.168650821,-0.10675513,0.006021276,-0.062272623,-0.08092764,0.120501921,-0.226032346,-0.112873286,-0.030556921,0.091986723,0.009438185,0.027247204,0.169910595,0.061094001,-0.090038069,-0.046954151,-0.01188378,0.270869017,0.179319799,-0.027953546,0.040270381,-0.02362033,0.036540139,-0.232658863,0.088109612,0.103718869,0.081934825,0.12940596,0.016136955,-0.066850469,0.022439208,0.059257045,-0.188014656,-0.014090013,0.015520047,-0.118705511,-0.175882235,0.007153161,0.285446197,0.220110834,-0.075861216,-0.141296819,0.173305884,-0.148386776,-0.017399553,0.03932843,-0.130549923,-0.126331255,-0.29299733,0.122188874,0.34673208,0.173735648,-0.186964989,0.051597606,-0.16104576,0.015226487,0.073559768,0.000163695,-0.093273774,0.131236225,-0.088951945,0.131964982,0.136216804,-0.025704795,-0.092924699,0.233850434,-0.008115008,0.155292153,0.11868152,0.029171538,0.012632146,-0.060890295,-0.193841815,0.033021294,0.123849429,-0.040296599,-0.05382267,0.087397337,-0.123167798,0.1344295,0.011133565,-0.04536416,-0.014795635,-0.015413489,-0.098123863,-0.0985879,0.12227042,-0.224296808,0.167938575,0.144584417,-0.028597809,0.180385679,0.067291498,0.06285321,-0.03916356,-0.114502445,-0.129963458,-0.014068246,0.131181002,0.034171026,0.04154858,0.001565627,M,30,Asian
-0.156334281,0.113908187,0.072379217,-0.01482724,-0.059658494,-0.066271357,-0.056720346,-0.149640247,0.081441149,-0.081779517,0.26939553,-0.099903591,-0.209700823,-0.125991806,-0.072351366,0.14065592,-0.177538544,-0.127427489,-0.059031662,-0.036976516,0.023457445,-0.007102022,0.047848985,0.011853591,-0.016049992,-0.373812467,-0.10734383,-0.1359566,0.056282006,0.024277268,-0.059589908,0.003655015,-0.164951026,-0.111446977,0.064569972,0.036720656,0.052044377,-0.019619182,0.214862213,-0.060258456,-0.156148896,-0.016174179,0.069919989,0.231148154,0.202159226,0.070353471,0.028042927,-0.163389027,0.123345405,-0.124909073,0.020913986,0.161825836,0.085364573,0.040206298,-0.028237576,-0.135500103,0.016092021,0.091426305,-0.124611452,-0.005497116,0.053056449,-0.098528922,-0.058303658,-0.034528233,0.264019758,0.068593286,-0.109610215,-0.221635342,0.14693737,-0.14022997,-0.044475593,0.040981166,-0.175284728,-0.097498119,-0.292553097,0.024175309,0.446213305,0.027655819,-0.164539158,0.0757377,-0.150807008,-0.041158445,0.085784115,0.137921184,-0.054129865,-0.010059163,-0.09089084,-0.044303916,0.20639722,-0.081384882,-0.042955596,0.137635335,-0.050535023,0.0976917,0.064451076,0.031506062,-0.093472451,0.019765176,-0.112994581,-0.027685262,0.035413641,-0.046368912,0.010252479,0.083561085,-0.180117801,0.052954204,-0.029275516,0.032767016,0.033194248,-0.062002875,-0.028288778,-0.071257427,0.152363375,-0.197854608,0.218241975,0.161412716,0.065657049,0.163042128,0.140297264,0.078974314,-0.00128114,0.02892952,-0.169291466,-0.039961167,0.067714296,0.005969794,0.079629287,-0.009471778,M,40,Asian
-0.1892564,0.154877961,0.038928576,0.037901491,-0.016465586,-0.063014761,-0.025693331,-0.176801503,0.107674144,-0.03875915,0.193773106,-0.107744433,-0.241598755,-0.077583477,-0.071912527,0.128824547,-0.227102935,-0.108560532,0.008669933,0.023294669,0.133648068,-0.021128315,0.027133919,0.063802287,-0.061728992,-0.266972065,-0.094905168,-0.102546528,0.067842804,-0.022597039,-0.097899571,-0.0457289,-0.197099358,-0.110781282,0.015264172,0.033825014,-0.036073864,-0.043915302,0.212282047,-0.066263594,-0.196452379,-0.002001643,0.046199009,0.277336359,0.17668727,0.087113664,-0.032333091,-0.146854267,0.069480054,-0.196887106,0.039533813,0.1596158,0.093164772,0.07751973,-0.030563168,-0.1862863,0.044450514,0.067446813,-0.128129095,0.035788991,0.130381748,-0.086335652,0.071943782,0.004903095,0.270405412,0.049991727,-0.109385192,-0.164491773,0.08225619,-0.142666355,-0.050273027,0.116219252,-0.094309464,-0.182917908,-0.307233036,0.023275087,0.46111849,0.102578953,-0.151237592,0.023945127,-0.134851724,-0.025407242,0.192574933,0.128228486,-0.055484198,0.004671976,-0.145043835,-0.023614101,0.232596532,-0.043275464,-0.097335882,0.165889725,0.02847961,0.054972988,0.034723777,0.034846045,-0.049595777,0.035131723,-0.11865133,-0.011486933,0.025208382,-0.017805034,-0.003566701,0.159028649,-0.156860173,0.091166466,0.03839333,0.010325996,-0.022268821,-0.051410601,-0.118224852,-0.000228196,0.097107314,-0.278630883,0.229279161,0.149759889,0.096678391,0.108569786,0.082148694,0.032766618,0.002637049,0.000557151,-0.181634665,-0.029591642,0.139055729,-0.007892762,0.162471727,0.003574189,M,30,Asian
